name,year,summary,url
Huaihai campaign,Unknown,"The Huaihai campaign (Chinese: 淮海戰役; pinyin: Huáihǎi Zhànyì), or Battle of Hsupeng (traditional Chinese: 徐蚌會戰; simplified Chinese: 徐蚌会战; pinyin: Xúbèng Huìzhàn), was one of the military conflicts in the late stage of the Chinese Civil War between the Kuomintang and the Chinese Communist Party (CCP). The campaign started when the People's Liberation Army (PLA) launched a major offensive against the Kuomintang headquarters in Xuzhou on 6 November 1948, and ended on 10 January 1949 when the PLA rea",https://en.wikipedia.org/wiki/Huaihai_campaign
Viking: Battle for Asgard,Unknown,"Viking: Battle for Asgard is a 2008 action adventure game developed by Creative Assembly and published by Sega for Playstation 3, Microsoft Windows and Xbox 360. Centered around Norse mythology, the game sees the player controlling Skarin, A viking and Freya's chosen champion, against the forces of the Goddess of Death Hel.

",https://en.wikipedia.org/wiki/Viking:_Battle_for_Asgard
Greco-Persian Wars,Unknown,"The Greco-Persian Wars (also often called the Persian Wars) were a series of conflicts between the Achaemenid Empire and Greek city-states that started in 499 BC and lasted until 449 BC. The collision between the fractious political world of the Greeks and the enormous empire of the Persians began when Cyrus the Great conquered the Greek-inhabited region of Ionia in 547 BC. Struggling to control the independent-minded cities of Ionia, the Persians appointed tyrants to rule each of them. This wou",https://en.wikipedia.org/wiki/Greco-Persian_Wars
Anfal campaign,Unknown,"The Anfal campaign was a counterinsurgency operation which was carried out by Ba'athist Iraq from February to September 1988 during the Iraqi–Kurdish conflict at the end of the Iran–Iraq War. The campaign targeted rural Kurds because its purpose was to eliminate Kurdish rebel groups and Arabize strategic parts of the Kirkuk Governorate. The Ba'athist regime committed atrocities on the local Kurdish population, mostly civilians. Although primarily targeting Kurds, other non-Arabs also fell victim",https://en.wikipedia.org/wiki/Anfal_campaign
Ancient warfare,Unknown,"Ancient warfare is war that was conducted from the beginning of recorded history to the end of the ancient period. The difference between prehistoric and ancient warfare is more organization oriented than technology oriented. The development of first city-states, and then empires, allowed warfare to change dramatically. Beginning in Mesopotamia, states produced sufficient agricultural surplus. This allowed full-time ruling elites and military commanders to emerge. While the bulk of military forc",https://en.wikipedia.org/wiki/Ancient_warfare
Lip Sync Battle,Unknown,"Lip Sync Battle is an American musical reality competition television series that premiered on April 2, 2015, on the American cable network Spike, later known as Paramount Network. The show is based on an idea by Stephen Merchant and John Krasinski, in which celebrities battle each other with lip sync performances. The idea was introduced as a recurring segment on Late Night with Jimmy Fallon and later The Tonight Show Starring Jimmy Fallon, before being developed into a separate show.
The premi",https://en.wikipedia.org/wiki/Lip_Sync_Battle
Kosovo War,Unknown,"The Kosovo War (Albanian: Lufta e Kosovës; Serbian: Косовски рат, Kosovski rat) was an armed conflict in Kosovo that lasted from 28 February 1998 until 11 June 1999. It was fought between the forces of the Federal Republic of Yugoslavia (FRY), which controlled Kosovo before the war, and the Kosovo Albanian separatist militia known as the Kosovo Liberation Army (KLA). The conflict ended when the North Atlantic Treaty Organization (NATO) intervened by beginning air strikes in March 1999 which resu",https://en.wikipedia.org/wiki/Kosovo_War
Second Charleston Harbor,Unknown,"The second battle of Charleston Harbor, also known as the siege of Charleston Harbor, the siege of Fort Wagner, or the battle of Morris Island, took place during the American Civil War in the late summer of 1863 between a combined U.S. Army/Navy force and the Confederate defenses of Charleston, South Carolina.",https://en.wikipedia.org/wiki/Second_Battle_of_Charleston_Harbor
Boston,Unknown,"The Siege of Boston (April 19, 1775 – March 17, 1776) was the opening phase of the American Revolutionary War. In the siege, American patriot militia led by newly-installed Continental Army commander George Washington prevented the British Army, which was garrisoned in Boston, from moving by land. Both sides faced resource, supply, and personnel challenges during the siege. British resupply and reinforcement was limited to sea access, which was impeded by American vessels. The British ultimately",https://en.wikipedia.org/wiki/Siege_of_Boston
Hamburger Hill,Unknown,"The Battle of Hamburger Hill (13–20 May 1969) was fought by US Army and Army of the Republic of Vietnam (ARVN) forces against People's Army of Vietnam (PAVN) forces during Operation Apache Snow of  the Vietnam War. Though the heavily fortified Hill 937, a ridge of the mountain Dong Ap Bia in central Vietnam near its western border with Laos, had little strategic value, US command ordered its capture by a frontal assault, only to abandon it soon thereafter. The action caused a controversy among b",https://en.wikipedia.org/wiki/Battle_of_Hamburger_Hill
When Supernatural Battles Became Commonplace,Unknown,"When Supernatural Battles Became Commonplace (Japanese: 異能バトルは日常系のなかで, Hepburn: Inō-Batoru wa Nichijō-kei no Naka de), simply known as InoBato, is a Japanese light novel series written by Kōta Nozomi with illustrations by 029. SB Creative has published it in thirteen volumes from 2012 to 2018 under their GA Bunko imprint. A manga adaptation with art by Kōsuke Kurose was serialized in Kadokawa Shoten's Comp Ace from September 2013 to February 2015 and compiled in four volumes. A 12-episode anime ",https://en.wikipedia.org/wiki/When_Supernatural_Battles_Became_Commonplace
Kastella,Unknown,"Battle of Kastella was a military engagement during the Greek revolution of 1821  with a victorious outcome for the Greeks, in the context of Reşid Mehmed Pasha’s expedition in Attica which had as its ultimate goal the occupation of the Acropolis.",https://en.wikipedia.org/wiki/Battle_of_Kastella
Future Main Battle Tank,Unknown,The Future Main Battle Tank (FMBT) is a next-generation main battle tank being developed by the Combat Vehicles Research and Development Establishment (CVRDE) of the Defence Research and Development Organisation (DRDO) for the Indian Army. The FMBT design is expected to replace the older generation MBTs of the Indian Army Armoured Corps from 2030 onwards. The tank is a further development of the previous generation Arjun main battle tanks of the Army.,https://en.wikipedia.org/wiki/Future_Main_Battle_Tank
List of Canadian battles during the First World War,Unknown,This is a list of battles during the First World War in which the Canadian Expeditionary Force participated.,https://en.wikipedia.org/wiki/List_of_Canadian_battles_during_the_First_World_War
Pelekanon,Unknown,"The Battle of Pelekanon, also known by its Latinised form Battle of Pelecanum, occurred on June 10–11, 1329 between an expeditionary force by the Byzantines led by Andronikos IIl and an Ottoman army led by Orhan I. The Byzantine army was defeated, with no further attempt made at relieving the cities in Anatolia under Ottoman siege.",https://en.wikipedia.org/wiki/Battle_of_Pelekanon
Leuven (891),Unknown,"The Battle of Leuven, also called the Battle of the River Dyle, was fought in September 891 between East Francia and the Vikings. The existence of this battle is known through several different chronicles, including the Annales Fuldenses and the Anglo-Saxon Chronicle. The Battle of the Dyle occurred near the present-day location of the city of Leuven in Belgium. In the 880s the Vikings established a camp there that they used as a base of operations from which to launch raids into the fractured F",https://en.wikipedia.org/wiki/Battle_of_Leuven_(891)
Technology during World War I,Unknown,"Technology during World War I (1914–1918) reflected a trend toward industrialism and the application of mass-production methods to weapons and to the technology of warfare in general. This trend began at least fifty years prior to World War I during the American Civil War of 1861–1865; this continued through many smaller conflicts in which soldiers and strategists tested new weapons.

World War I weapons included types standardised and improved over the preceding period, together with some newly",https://en.wikipedia.org/wiki/Technology_during_World_War_I
Battle for Jerusalem,Unknown,"The Battle for Jerusalem took place during the 1947–1948 civil war phase of the 1947–1949 Palestine war. It saw Jewish and Arab militias in Mandatory Palestine, and later the militaries of Israel and Transjordan, fight for control over the city of Jerusalem. Under the 1947 United Nations Partition Plan for Palestine, Jerusalem was to be a corpus separatum (lit. 'separated body') administered by an international body. Fighting nevertheless immediately broke out in the city between Jewish and Arab",https://en.wikipedia.org/wiki/Battle_for_Jerusalem
