title,summary,url,category
Shogun: Total War,"Shogun: Total War is a turn-based strategy and real-time tactics video game developed by The Creative Assembly and published by Electronic Arts for Microsoft Windows personal computers. Released in June 2000, the game became the debut title in The Creative Assembly's Total War series. Set in Japan during Sengoku jidai—the ""Warring States"" period from the 15th to the beginning of the 17th century—the game has players adopt the leader of a contemporary Japanese clan, attempt to conquer the nation and claim the position of shōgun. The turn-based aspect of the game focuses on a map of Japan where military force, religion, diplomacy, espionage and economics all influence the player's actions, whilst battles are fought in a 3D real-time mode.
Announced in early 1999, Shogun: Total War was The Creative Assembly's first high business risk product; previous products had involved creating video games for the EA Sports brand. The game was initially conceived as a real-time strategy ""B-title"" powered by 2D computer graphics following the popularisation of the genre through titles such as Command & Conquer. However, the proliferation of 3D video cards amongst consumers led to a transition to 3D graphics. Through the course of development, Shogun: Total War evolved into a real-time tactics game with a focus on historical authenticity; military historian Stephen Turnbull advised The Creative Assembly in this regard. The turn-based campaign map was added to include context for the real-time battles.
Shogun: Total War was well received critically, though complaints surfaced regarding glitches in the game. An expansion pack, The Mongol Invasion, followed only in Europe in August 2001, adding a playable version of the Mongol invasions of Japan. The game's positive reception and sales paved the way for the development of successive Total War releases set in different times and regions. Total War: Shogun 2 is a sequel which returns to the Sengoku period albeit with all the improvements ",https://en.wikipedia.org/wiki/Shogun:_Total_War,Mongol invasions
Second Mongol invasion of Burma,The second Mongol invasion of Burma by the Yuan dynasty under Temür Khan was repulsed by the Burmese Myinsaing Kingdom in 1301.,https://en.wikipedia.org/wiki/Second_Mongol_invasion_of_Burma,Mongol invasions
List of battles of the Mongol invasion of Kievan Rus',"The following is a list of battles of the Mongol invasion of Kievan Rus' (1223, 1237–1241).

Results
  Mongol victory  Rus' victory  Inconclusive/Other result",https://en.wikipedia.org/wiki/List_of_battles_of_the_Mongol_invasion_of_Kievan_Rus%27,Mongol invasions
Mongol raids into Palestine,"Mongol raids into Palestine took place towards the end of the Crusades, following the temporarily successful Mongol invasions of Syria, primarily in 1260 and 1300. Following each of these invasions, there existed a period of a few months during which the Mongols were able to launch raids southward into Palestine, reaching as far as Gaza.
The raids were executed by a relatively small part of the Mongol army, which proceeded to loot, kill, and destroy. However, the Mongols appeared to have had no intention, on either occasion, of integrating Palestine into the Mongol administrative system, and a few months after the Syrian invasions, Mamluk forces returned from Egypt and reoccupied the region with little resistance.

",https://en.wikipedia.org/wiki/Mongol_raids_into_Palestine,Mongol invasions
Kikuchi Takefusa,"Kikuchi Takefusa (菊池 武房; 1245 – March 26, 1285) was the 10th head of the Kikuchi clan of Higo Province and gained fame for himself and his clan during the defense of Japan during both Mongol invasions of Japan.",https://en.wikipedia.org/wiki/Kikuchi_Takefusa,Mongol invasions
Trần Hưng Đạo,"Trần Hưng Đạo (Vietnamese: [ʈə̂n hɨŋ ɗâːwˀ]; 1228–1300), real name Trần Quốc Tuấn (陳國峻), also known as Grand Prince Hưng Đạo (Hưng Đạo Đại Vương – 興道大王), was a Vietnamese royal prince, statesman and military commander of Đại Việt military forces during the Trần dynasty. After his death, he was considered a saint and deified by the people and named Đức Thánh Trần (德聖陳) or Cửu Thiên Vũ Đế (九天武帝). Hưng Đạo commanded the Vietnamese armies that repelled two out of three major Mongol invasions in the late 13th century. His multiple victories over the Yuan dynasty under Kublai Khan are considered among the greatest military feats in Vietnamese history.",https://en.wikipedia.org/wiki/Tr%E1%BA%A7n_H%C6%B0ng_%C4%90%E1%BA%A1o,Mongol invasions
Battle of Khunan,"The Battle of Khunan was fought in September 1222 between the Kingdom of Georgia, led by King George IV, and the Mongol army led by Subutai and Jebe. The result was a Mongol victory. For further details, see the Mongol Invasions of Georgia.",https://en.wikipedia.org/wiki/Battle_of_Khunan,Mongol invasions
Outline of the Mongol Empire,"The following is an outline and topical guide to the Mongol Empire:
The Mongol Empire was a 13th and 14th century nomadic empire and the largest contiguous empire in all of history.",https://en.wikipedia.org/wiki/Outline_of_the_Mongol_Empire,Mongol invasions
Mōko Shūrai Ekotoba,"Mōko Shūrai Ekotoba (蒙古襲来絵詞, Illustrated Account of the Mongol Invasion) is a set of two Japanese illustrated handscrolls (emaki) commissioned by the samurai Takezaki Suenaga (1246–1314) as a record of his wartime deeds and valor during the Mongol invasions of Japan. The first scroll describes Suenaga's actions at the Battle of Bun'ei (1274), as well as his attempts to seek recognition and rewards from the government. The second scroll describes him at the naval Battle of Kōan (1281). 
The work dates itself to 1293, while scholars similarly believe it was composed between the late 13th century and early 14th century, during the Kamakura period. Their author and artist are unknown. Together, the scrolls contain some of the earliest artistic depictions of the Mongol invasions of Japan. Both scrolls are currently kept in the Museum of the Imperial Collections at Tokyo Imperial Palace.",https://en.wikipedia.org/wiki/M%C5%8Dko_Sh%C5%ABrai_Ekotoba,Mongol invasions
Siege of Lahore (1241),"The Siege of Lahore (Punjabi: لہور دا محاصرہ) took place on 22 December 1241, during the winter season, as part of the Mongol invasions of India. The siege was fought in Lahore, a major city of the Punjab region in present-day Pakistan, between the armies commanded by Tair Bahadur of the Mongol Empire and Malik Ikhtyaruddin Qaraqash, the governor under the Delhi Sultanate.
The first Mongol incursion into the Punjab came in 1221, after Genghis Khan defeated Jalal al-Din at the Battle of the Indus. Two tumens (20,000 soldiers in total) were dispatched into the Punjab under the command of Dorbei and Bala to continue the pursuit. The Mongol commander Bala followed Jalal ad-Din through the Lahore region, carried out an attack on the outlying province of Multan, also carried out raids in the surrounding areas of Lahore.
Some time after 1235 another Mongol force invaded Kashmir, stationing a darughachi (administrative governor) there for several years, and Kashmir became a Mongolian dependency. In the winter of 1241, the Mongol forces invaded the Punjab region and besieged the city of Lahore, which was under the rule of the Delhi Sultanate at the time. The Mongol army, led by the commander Tair Bahadur, used siege engines to bombard the city walls. Malik Qaraqash, the governor of Lahore, withdrew from the city prior to the Mongol assault on 22 December 1241. The Mongols killed numerous residents, enslaved survivors, and demolished the city walls. At the time, the Delhi Sultanate was unable to dispatch effective reinforcements owing to political instability and internal factionalism. After sacking Lahore, the Mongols withdrew from the region.",https://en.wikipedia.org/wiki/Siege_of_Lahore_(1241),Mongol invasions
Sambyeolcho Rebellion,"The Sambyeolcho Rebellion (1270–1273) was a Korean rebellion against the pro-Mongol Goryeo dynasty that happened near the end of the Mongol invasions of Korea. It was suppressed by Goryeo and the Mongol Yuan dynasty. After the rebellion, Goryeo became a vassal state of the Yuan dynasty.",https://en.wikipedia.org/wiki/Sambyeolcho_Rebellion,Mongol invasions
Iran,"Iran, officially the Islamic Republic of Iran (IRI) and also known as Persia, is a country in West Asia. It borders Iraq to the west, Turkey, Azerbaijan, and Armenia to the northwest, the Caspian Sea to the north, Turkmenistan to the northeast, Afghanistan to the east, Pakistan to the southeast, and the Gulf of Oman and the Persian Gulf to the south. With a population of 92 million, Iran ranks 17th globally in both geographic size and population and is the sixth-largest country in Asia. Iran is divided into five regions with 31 provinces. Tehran is the nation's capital, largest city, and financial center.
Iran is home to one of the world's oldest continuous major civilizations. A large part of Iran was first unified as a nation by the Medes under Cyaxares in the 7th century BCE and reached its territorial height in the 6th century BCE, when Cyrus the Great founded the Achaemenid Empire. Alexander the Great conquered the empire in the 4th century BCE. An Iranian rebellion in the 3rd century BCE established the Parthian Empire, which later liberated the country. In the 3rd century CE, the Parthians were succeeded by the Sasanian Empire, who oversaw a golden age in the history of Iranian civilization. During this period, ancient Iran saw some of the earliest developments of writing, agriculture, urbanization, religion, and administration. Once a center for Zoroastrianism, the 7th century CE Muslim conquest brought about the Islamization of Iran. Innovations in literature, philosophy, mathematics, medicine, astronomy and art were renewed during the Islamic Golden Age and Iranian Intermezzo, a period during which Iranian Muslim dynasties ended Arab rule and revived the Persian language. This era was followed by Seljuk and Khwarazmian rule, Mongol conquests and the Timurid Renaissance from the 11th to 14th centuries.
In the 16th century, the native Safavid dynasty re-established a unified Iranian state with Twelver Shia Islam as the official religion, laying the framework",https://en.wikipedia.org/wiki/Iran,Mongol invasions
